,asin,overall,vote,Category,cleanText
3157,B0009RF9DW,5,,All_Beauty,love fresh smell dial mountain fresh also promote antibacterial great product arrive time described
3158,B01ALHNOX6,5,,Toys_and_Games,well make price right thanks
3159,B00V6QBTGG,5,,Tools_and_Home_Improvement,thing perfect problem kitchen towel smell due wet constantly hang easily kitchen wall self adhesive stick well rocking reglue etc kitchen towel hang dry constantly musty smell towel easy get highly recommend cheap
3160,B004W2KOZ8,5,,Sports_and_Outdoors,quality bag feel like last hold g17 factory case box 9mm 50rnds several pair eye 2 large pair earmuff still plenty room
3161,B000VKWZHA,5,,Office_Products,second order black ink issue printer recognize cartridge print clearly delivery issue mean verify quantity print happy result
3162,B000050ZRE,5,2,Software,buy mouse year ago great love charge tell frustrated wireless mouse battery die cute small perfect use travel work home without docking station
3163,B0002LT7LU,5,,Clothing_Shoes_and_Jewelry,classie
3164,B008QSJDGK,5,,Arts_Crafts_and_Sewing,use time reminder row im pattern
3165,B00182509A,4,,Patio_Lawn_and_Garden,great fklag
3166,B00000DMAT,5,,Video_Games,amaze
3167,B00006L9LC,5,,All_Beauty,use product daily love
3168,B0002YIUO2,2,27,Video_Games,play complete pc version silent hill 2 silent hill 3 great game huge fan entire silent hill game series especially sh2 however silent hill 4 dramatically hamper unbelievably terrible character movement control whether use combination pc gamepad computer select camera follow main character around make game truly unplayable camera many time decide front character point face critical exploratory situation time hover camera angle make almost impossible see inch front character incredibly annoy get kill lot take much fun look around check thing simply ca easily key suppose force camera back behind character rarely work one major pc game attempt play day find uninstalled computer never think would silent hill game
3169,B00HYHX8E2,5,,Automotive,fit perfectly seem sturdy
3170,B00014GT8W,5,,Luxury_Beauty,wow love stuff think would dark apply match skin perfect love spf worry sun bit confused first open saw solid read instruction say put back hand rub voila turn soft could apply face think color dark winter get pasty white tan skin summer work stay day
3171,B00AOGPLKY,4,,Luxury_Beauty,fragrance quite strong skin super sensitive ok would weary use baby actually never use lotion baby skin never dry like use lotion mind fragrance may enjoy lotion come nice feel great greasy
3172,B001IKJOLW,5,,AMAZON_FASHION,absolutly love shoe beautiful color comfy lightweight
3173,B00005N7PN,2,,Magazine_Subscriptions,like rest mag goal create buzz get ta stuff feature beautiful makeover feature honey let bathroom chic new color garden much buy new improve seed plant variety formulaic go month subscribe thing well often offer 5 per year late winter ever hopeful actual content end donate trade quilt mag
3174,B00HJBR9IY,5,,Arts_Crafts_and_Sewing,perfect set love able try nickel tip wood use hat dish rag nice felt good hand lite weight smooth problem cable lock stay choose one like best ca would make perfect gift knitter life
3175,B000SONEQA,5,,Toys_and_Games,maze 4 month wonderful make well perfect take u go eat suction cup pro toy definityly stay place
3176,B00KTFOELW,5,,Toys_and_Games,awesome like way sonic look son love sonic hedgehog figure go order toy
3177,B0016A91PS,4,,Pet_Supplies,trouble get greyhound eat morning night fine eat present kibble could eat 2 cup dinner quickly start lose weight skip breakfast exercise regularly give many treat otherwise healthy conclude associate eat morning leave recently cope ongoing separation anxiety tolerate go remain home calmly quietly without hurt house still would make lose appetite thought leave since part buy food give try see would help eat keep weight generally happy wet food high quality stuff help much could pick piece around kibble want mix could mix kibble adore well exactly grandma lucy day one love look forward breakfast time night still get kibble soak water eat night never issue since always around grandma lucy excellent product admit really look appetizing denying dog adore mention use sole diet mix cup kibble make mushy slop gobble every last drop even fair amount normal stool first day typical normally take system week even gradual food introduction get stomach lucy best deal see dehydrated food especially buy 10lbs see 65 would make little dollar pound way use food work well sure teeth mushy brush dog teeth daily concern great product sure dog love
3178,B001IKJOLW,5,,AMAZON_FASHION,exactly expect
3179,B001BIZ98I,1,8,Patio_Lawn_and_Garden,order two five plant highly pleased product seven pack plant 66 worth 18 slightly disappoint method definitely get 18 pay pack state prohibit though arrive ahead could disastrous new england storm predict today little earlier thankful nice post man shipping usps charge much much well packaging could cost effectively give little planning heat pack list seller place upright plant carrier inside box either styro plain common plastic see garden center would wrap bag protect foliage stem heat seller save money styro pnuts bruise pinch leaf shipping especially plant jam side bent stem layering technique mean box drop side pair land top heck tap styro would good tap pot stuff box crisscross style pnuts charge heat send product ultimately fail refund option reorder happily reorder originally seller reasonable enough refund failed product reorder disaster ship two day air usps leave warehouse weekend course plant die time get fungus mold snail aphid warn seller upfront package arrive instead resending opt insurance quite even package arrive situation close resolution despite offer accept replacement refund stall constantly request two email picture proof request file amazon claim purchase website request pay send back mangled rotting plant pay nearly 20 ship distressed condition though supposedly cover amazon guarantee luck even amazon prime member situation resolve end today contact credit card company flag fraudlent seller continue resolution make amazon hirts one take advantage big mistake
